oid,DOI,Title,Publication_Name,Subject,Publication_Type,Language,URL,extid,Image_used_as_thumbnail,CID,Publication_Date,Relevance,SID,PMID,Open_Access_Status
6798609,10.1023/A:1023425300829,Correlation of Subcellular Compartmentalization of HPMA Copolymer-Mce6 Conjugates with Chemotherapeutic Activity in Human Ovarian Carcinoma Cells,Pharmaceutical Research,Biomedicine,journal article,En,https://doi.org/10.1023/A:1023425300829,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1023/A:1023425300829,4,2003,0.110100,341143784,,0
6798613,10.1023/A:1026314529625,Synthesis of Branched Chemodegradable Homopolymers of N-(2-Hydroxypropyl)methacrylamide,Russian Journal of Applied Chemistry,Chemistry,journal article,En,https://doi.org/10.1023/A:1026314529625,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1023/A:1026314529625,4,2003,0.291800,341143784,,0
6798617,10.1134/S0006297917040125,Studying factors involved in biogenesis of Lysobacter sp. XL1 outer membrane vesicles,Biochemistry (Moscow),Biomedical and Life Sciences,journal article,En,https://doi.org/10.1134/S0006297917040125,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1134/S0006297917040125,4,2017,0.140900,341143784,28371608,0
6798621,10.1134/S0040579512010034,Experience in developing and operating a high-intensity absorber for process gas purification from carbon dioxide,Theoretical Foundations of Chemical Engineering,Chemistry,journal article,En,https://doi.org/10.1134/S0040579512010034,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1134/S0040579512010034,4,2012,0.219600,341143784,,0
6798625,10.1134/S1070363215080204,Chromatographic and chromato–mass spectral characterization of amino acids derivatives formed via the interaction with dimethyl acetal of dimethylformamide,Russian Journal of General Chemistry,Chemistry and Material Science,journal article,En,https://doi.org/10.1134/S1070363215080204,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1134/S1070363215080204,4,2015,0.309700,341143784,,0
6798629,10.1134/S1070428011100216,"α-Thioureidoalkylation of functionally substituted ureas: II. Synthesis of thio analogs of N-hydroxyalkyl-1,5-diphenylglycolurils",Russian Journal of Organic Chemistry,Chemistry,journal article,En,https://doi.org/10.1134/S1070428011100216,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1134/S1070428011100216,4,2011,0.318400,341143784,,0
6798633,10.1186/1556-276X-6-562,Synthesis of hexagonal structured wurtzite and chalcopyrite CuInS2 via a simple solution route,Nanoscale Research Letters,Material Science,journal article,En,https://doi.org/10.1186/1556-276X-6-562,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1186/1556-276X-6-562,4,2011,0.937700,341143784,22027183,1
6798637,10.2165/00003495-199000403-00010,Biochemistry and Pharmacology of S-Adenosyl-L-Methionine and Rationale for its Use in Liver Disease,Drugs,Medicine & Public Health,journal article,En,https://doi.org/10.2165/00003495-199000403-00010,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.2165/00003495-199000403-00010,4,1990,0.103800,341143784,,0
28162082,10.1007/978-3-662-54089-3_264,Diffusion coefficient of 1-amino-propan-2-ol in water,"Diffusion in Gases, Liquids and Electrolytes",Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-54089-3_264,5038214-849152236,,4,2018,2.062600,341143784,,0
29452727,10.1007/s11837-019-03517-5,Facile Preparation of Self-Reducible Cu Nanoparticle Paste for Low Temperature Cu-Cu Bonding,JOM,Engineering,journal article,En,https://doi.org/10.1007/s11837-019-03517-5,5038214-849152236,,4,2019,5.460900,341143784,,0
27742471,10.1007/978-3-540-73735-3_95,Self-diffusion coefficient of 1-amino-propan-2-ol,"Diffusion in Gases, Liquids and Electrolytes",Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-540-73735-3_95,5038214-849152236,,4,2017,2.099400,341143784,,1
30130818,10.1186/s12915-019-0691-z,Bacterial microcompartments: catalysis-enhancing metabolic modules for next generation metabolic and biomedical engineering,BMC Biology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1186/s12915-019-0691-z,5038214-849152236,,4,2019,0.227900,341143784,31601225,1
27398391,10.1007/978-3-319-60339-1_4,Classification and Taxonomy of Actinobacteria,Biology and Biotechnology of Actinobacteria,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-319-60339-1_4,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-319-60339-1_4,4,2017,0.177200,341143784,,0
27398395,10.1007/s13738-018-1314-2,"Dinuclear cadmium (II) Schiff base complex: synthesis, crystal structure, spectroscopic characterization and application as a new precursor for preparation of nano-cadmium oxide",Journal of the Iranian Chemical Society,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s13738-018-1314-2,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s13738-018-1314-2,4,2018,0.453200,341143784,,0
28832287,10.1007/978-3-030-01415-5_8,What Can Small Molecules Tell Us About Cold Stress Tolerance in Plants?,Cold Tolerance in Plants,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-030-01415-5_8,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-030-01415-5_8,4,2018,0.189400,341143784,,0
29654796,10.1007/s10924-019-01492-1,"Preparation, Characterization, and Antioxidant Activity of β-Carotene Impregnated Polyurethane Based on Epoxidized Soybean Oil and Malic Acid",Journal of Polymers and the Environment,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10924-019-01492-1,5038214-849152236,,4,2019,0.185800,341143784,,0
29834856,10.1007/978-3-319-78108-2_5,Diversity and Taxonomy of Methanogens,Biogenesis of Hydrocarbons,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-319-78108-2_5,5038214-849152236,,4,2019,0.112900,341143784,,0
28475403,10.1007/s10924-018-1298-0,Photo-Stabilisation and UV Blocking Efficacy of Coated Macro and Nano-Rutile Titanium Dioxide Particles in Paints and Coatings,Journal of Polymers and the Environment,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10924-018-1298-0,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10924-018-1298-0,4,2018,0.596800,341143784,,0
27398389,10.1007/978-3-662-48336-7_359,Surface tension of the binary liquid mixture of 1-aminopropan-2-ol and N-methylpyrrolidin-2-one,Surface Tension of Pure Liquids and Binary Liquid Mixtures,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-48336-7_359,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-662-48336-7_359,4,2016,2.047100,341143784,,1
27398393,10.1007/s00706-017-2037-2,Utility of bis(methylthio)methylene malononitrile as a synthon in the synthesis of new poly-functionalized cyanoiminopyrimidines,Monatshefte für Chemie - Chemical Monthly,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s00706-017-2037-2,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00706-017-2037-2,4,2017,0.422600,341143784,,0
31091215,10.1007/s00284-020-02014-2,"Bacillus dafuensis sp. Nov., Isolated from a Forest Soil in China",Current Microbiology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00284-020-02014-2,5038214-849152236,,4,2020,0.401600,341143784,32382951,0
31407119,10.1038/s41428-020-0387-9,Photo-responsive polymer micelles from o-nitrobenzyl ester-based amphiphilic block copolymers synthesized by mechanochemical solid-state copolymerization,Polymer Journal,Chemistry and Material Science,journal article,En,https://doi.org/10.1038/s41428-020-0387-9,5038214-849152236,,4,2020,0.386900,341143784,,0
33472875,10.3103/S1541308X21030043,Laser Plasma on Metal Target Surface as a Source of Vacuum UV Radiation for Ionizing Organic Molecules in Mass Spectroscopy,Physics of Wave Phenomena,Physics and Astronomy,journal article,En,https://doi.org/10.3103/S1541308X21030043,5038214-849152236,,4,2021,0.188100,341143784,,0
33825133,10.1007/978-981-16-5395-7_14,Chiral Supramolecular Gels for Visual Enantioselective Recognition Using Sol–Gel Transitions,Molecular Basics of Liquids and Liquid-Based Materials,Chemistry and Material Science,book chapter,En,https://doi.org/10.1007/978-981-16-5395-7_14,5038214-849152236,,4,2021,0.219100,341143784,,0
32972349,10.1007/s11998-021-00490-0,"Polyols and polyurethanes from renewable sources: past, present and future—part 1: vegetable oils and lignocellulosic biomass",Journal of Coatings Technology and Research,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s11998-021-00490-0,5038214-849152236,,4,2021,0.108300,341143784,,0
33854448,10.1007/s11367-021-01969-z,Exergy-aided environmental life cycle assessment of propylene oxide production,The International Journal of Life Cycle Assessment,Earth and Environmental Science,journal article,En,https://doi.org/10.1007/s11367-021-01969-z,5038214-849152236,,4,2021,0.115300,341143784,,1
27398388,10.1007/s10924-017-1149-4,Depolymerization Study of PET Waste Using Aminoethylethanolamine and Recycled Product Application as Polyesteramide Synthesis,Journal of Polymers and the Environment,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10924-017-1149-4,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10924-017-1149-4,4,2017,0.156700,341143784,,0
27398392,10.1007/s11095-017-2206-3,Conjugated and Entrapped HPMA-PLA Nano-Polymeric Micelles Based Dual Delivery of First Line Anti TB Drugs: Improved and Safe Drug Delivery against Sensitive and Resistant Mycobacterium Tuberculosis,Pharmaceutical Research,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s11095-017-2206-3,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s11095-017-2206-3,4,2017,0.332100,341143784,28685299,0
27398396,10.1007/s00216-017-0596-z,"Metabolic changes in primary, secondary, and lipid metabolism in tobacco leaf in response to topping",Analytical and Bioanalytical Chemistry,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s00216-017-0596-z,5038214-849152236,,4,2017,0.209400,341143784,28929184,0
27398390,10.1007/978-3-662-48336-7_44,Surface tension of 1-aminopropan-2-ol,Surface Tension of Pure Liquids and Binary Liquid Mixtures,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-48336-7_44,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-662-48336-7_44,4,2016,2.059200,341143784,,1
27398394,10.1007/s11030-017-9787-y,Perspectives on medicinal properties of natural phenolic monoterpenoids and their hybrids,Molecular Diversity,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s11030-017-9787-y,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s11030-017-9787-y,4,2017,0.265500,341143784,28988386,0
30426072,10.1016/S1734-1140(13)71487-7,"Binding of new aminopropan-2-ol compounds to bovine serum albumin, α1-acid glycoprotein and rat serum using equilibrium dialysis and LC/MS/MS",Pharmacological Reports,Pharmacy,journal article,En,https://doi.org/10.1016/S1734-1140(13)71487-7,5038214-849152236,,4,2013,1.573100,341143784,,0
34802911,10.1007/s10854-022-08767-9,Low-temperature calcination of convenient micro-sized copper ink with surface activation and synchronous protection by in-situ chemisorbed cupric formate,Journal of Materials Science: Materials in Electronics,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10854-022-08767-9,5038214-849152236,,4,2022,0.254000,341143784,,0
32155388,10.1007/s00203-020-02083-8,"Hongsoonwoonella zoysiae gen. nov., sp. nov., a new member of the family Stappiaceae isolated from a tidal mudflat",Archives of Microbiology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00203-020-02083-8,5038214-849152236,,4,2021,0.265700,341143784,33386867,0
34020303,10.1007/s00339-022-05342-1,Delving into the aqueous coprecipitation synthesis of Fe-oxide nanoparticles with a real time AC susceptometer,Applied Physics A,Physics and Astronomy,journal article,En,https://doi.org/10.1007/s00339-022-05342-1,5038214-849152236,,4,2022,1.576100,341143784,,0
30946232,10.1007/978-3-030-39267-3_10,Metabolic Engineering in Corynebacterium glutamicum\\n,Corynebacterium glutamicum,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-030-39267-3_10,5038214-849152236,,4,2020,0.100800,341143784,,0
33472874,10.1007/s00203-021-02539-5,Multiple analysis of root exudates and microbiome in rice (Oryza sativa) under low P conditions,Archives of Microbiology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00203-021-02539-5,5038214-849152236,,4,2021,0.204300,341143784,34455446,0
33552707,10.1007/978-3-030-72441-2_20,A Bird’s Eye View on Sustainable Management Solutions for Non-degradable Plastic Wastes,Organic Pollutants,Earth and Environmental Science,book chapter,En,https://doi.org/10.1007/978-3-030-72441-2_20,5038214-849152236,,4,2022,0.115700,341143784,,0
29557236,10.1007/s10854-019-01571-y,Enhanced flexibility and environmental durability of copper electrode produced with conductive ink containing silane coupling agents with diamine and ether spacer,Journal of Materials Science: Materials in Electronics,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10854-019-01571-y,5038214-849152236,,4,2019,0.230200,341143784,,0
32249027,10.1007/s10853-020-05711-2,Synthetic tethered silver nanoparticles on reduced graphene oxide for alkaline oxygen reduction catalysis,Journal of Materials Science,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10853-020-05711-2,5038214-849152236,,4,2021,0.427800,341143784,,1
28256762,10.1007/978-3-662-49236-9_693,Refractive index of binary liquid mixture of 1-aminopropan-2-ol and N-methylpyrrolidin-2-one,Optical Constants,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-49236-9_693,5038214-849152236,,4,2017,2.049100,341143784,,1
32972348,10.1007/s00894-021-04808-y,Effect of the acyl-group length on the chemoselectivity of the lipase-catalyzed acylation of propranolol—a computational study,Journal of Molecular Modeling,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s00894-021-04808-y,5038214-849152236,,4,2021,0.215400,341143784,34115202,0
34394081,10.1007/s00203-022-02961-3,"Neorhizobium xiangyangii sp. nov., isolated from a highland barley cultivation soil in Qamdo, Tibet",Archives of Microbiology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00203-022-02961-3,5038214-849152236,,4,2022,1.521200,341143784,35604458,0
31640550,10.1134/S1070428020080060,"Synthesis of Pyrrolo[2,1-c][1,4]oxazine-1,6,7-triones by the Reaction of 3-Methylenemorpholin-2-ones with Oxalyl Chloride",Russian Journal of Organic Chemistry,Chemistry and Material Science,journal article,En,https://doi.org/10.1134/S1070428020080060,5038214-849152236,,4,2020,0.948700,341143784,,0
34089572,10.1007/s10973-022-11263-1,Relationship between crystal structure and thermal properties of polymorphic system methylethanolammonium 2-chloro-4-nitrobenzoate,Journal of Thermal Analysis and Calorimetry,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10973-022-11263-1,5038214-849152236,,4,2022,0.206700,341143784,,0
33983298,10.1007/s13738-022-02492-0,"Synthesis, investigation of the cholinesterase inhibitory activities and in silico studies of some novel N-substituted phthalimide derivatives",Journal of the Iranian Chemical Society,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s13738-022-02492-0,5038214-849152236,,4,2022,0.492900,341143784,,0
34493843,10.1007/s00203-022-02994-8,"Saccharopolyspora soli sp. nov., isolated from Northern Cyprus soil",Archives of Microbiology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00203-022-02994-8,5038214-849152236,,4,2022,0.356000,341143784,35670849,0
29452726,10.1007/s00204-019-02457-y,Minor structural modifications of bisphenol A strongly affect physiological responses of HepG2 cells,Archives of Toxicology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00204-019-02457-y,5038214-849152236,,4,2019,0.281000,341143784,31055635,1
29806132,10.1007/s12221-019-1078-z,Metal Coating on Ultrafine Polyester Non-woven Fabrics and Their Ageing Properties,Fibers and Polymers,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s12221-019-1078-z,5038214-849152236,,4,2019,0.471300,341143784,,0
32916575,10.1007/s43440-021-00273-9,A preliminary metabolites identification of a novel compound with β-adrenolytic activity,Pharmacological Reports,Medicine,journal article,En,https://doi.org/10.1007/s43440-021-00273-9,5038214-849152236,,4,2021,1.172900,341143784,34050907,1
28286707,10.1007/978-981-10-7560-5_92,Preparation and Activities of Coconut Acid Diethanolamide,Proceedings of the International Field Exploration and Development Conference 2017,Engineering,book chapter,En,https://doi.org/10.1007/978-981-10-7560-5_92,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-981-10-7560-5_92,4,2019,0.456500,341143784,,0
33584192,10.1007/s00253-021-11654-8,Recombinant and endogenous ways to produce methylated phospholipids in Escherichia coli,Applied Microbiology and Biotechnology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00253-021-11654-8,5038214-849152236,,4,2021,1.811000,341143784,34709431,1
34540895,10.2116/analsci.14.175,Temperature Dependence of Enantioselectivity in Complexations of Optically Active Phenolic Crown Ethers with Chiral Amines in Solution,Analytical Sciences,Chemistry,journal article,En,https://doi.org/10.2116/analsci.14.175,5038214-849152236,,4,1998,1.274100,341143784,,0
30946233,10.1007/s10854-020-03380-0,\\nFabrication of high-strength Cu–Cu joint by low-temperature sintering micron–nano Cu composite paste,Journal of Materials Science: Materials in Electronics,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10854-020-03380-0,5038214-849152236,,4,2020,0.644400,341143784,,0
32155389,10.1007/s11306-020-01760-5,Distinctive metabolic profiles between Cystic Fibrosis mutational subclasses and lung function,Metabolomics,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s11306-020-01760-5,5038214-849152236,,4,2021,0.529500,341143784,33394183,0
31548299,10.1007/978-3-662-59127-7_9,I,Springer Lexikon Kosmetik und Körperpflege,Medicine,book chapter,De,https://doi.org/10.1007/978-3-662-59127-7_9,5038214-849152236,,4,2020,0.833900,341143784,,0
28862289,10.1007/978-3-662-54089-3_265,Diffusion coefficient of 1-amino-propan-2-ol in water,"Diffusion in Gases, Liquids and Electrolytes",Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-54089-3_265,5038214-849152236,,4,2018,1.937400,341143784,,0
28256763,10.1007/978-3-662-49218-5_470,Viscosity of the binary liquid mixture of water and 1-aminopropan-2-ol,Viscosity of Pure Organic Liquids and Binary Liquid Mixtures,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-49218-5_470,5038214-849152236,,4,2017,2.049100,341143784,,0
28980514,10.1007/978-3-319-50430-8_8,"Formation of Bacterial Glycerol-Based Membrane Lipids: Pathways, Enzymes, and Reactions","Biogenesis of Fatty Acids, Lipids and Membranes",Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-319-50430-8_8,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/978-3-319-50430-8_8,4,2019,0.163200,341143784,,0
32409323,10.1007/s10973-021-10554-3,Experimental investigation and thermodynamic modeling of CO2 absorption by a chemical solution,Journal of Thermal Analysis and Calorimetry,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10973-021-10554-3,5038214-849152236,,4,2021,0.326100,341143784,,0
28256761,10.1007/978-3-662-49218-5_1040,Viscosity of the binary liquid mixture of 1-aminopropan-2-ol and N-methylpyrrolidin-2-one,Viscosity of Pure Organic Liquids and Binary Liquid Mixtures,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-49218-5_1040,5038214-849152236,,4,2017,2.049100,341143784,,1
28256765,10.1007/978-3-662-49236-9_114,Refractive index of 1-aminopropan-2-ol,Optical Constants,Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-49236-9_114,5038214-849152236,,4,2017,2.005200,341143784,,1
27635244,10.1186/s13550-018-0372-x,Labeling of DOTA-conjugated HPMA-based polymers with trivalent metallic radionuclides for molecular imaging,EJNMMI Research,Medicine,journal article,En,https://doi.org/10.1186/s13550-018-0372-x,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1186/s13550-018-0372-x,4,2018,0.303000,341143784,29488030,1
28832288,10.1007/s12221-018-8480-9,Antibacterial Bilayered Skin Patches Made of HPMA and Quaternary Poly(4-vinyl pyridine),Fibers and Polymers,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s12221-018-8480-9,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s12221-018-8480-9,4,2018,0.379200,341143784,,0
28916586,10.1007/s00203-018-1611-2,"Sphingobium aromaticivastans sp. nov., a novel aniline- and benzene-degrading, and antimicrobial compound producing bacterium",Archives of Microbiology,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00203-018-1611-2,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s00203-018-1611-2,4,2018,0.332500,341143784,30560286,0
30045942,10.1007/s00792-019-01127-2,"Two novel alkaliphiles, Bacillus alkalisoli sp. nov., and Bacillus solitudinis sp. nov., isolated from saline-alkali soil",Extremophiles,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00792-019-01127-2,5038214-849152236,,4,2019,2.012600,341143784,31538256,0
28162083,10.1007/978-3-662-54089-3_1524,Diffusion coefficient of 1-amino-propan-2-ol in water at infinite dilution,"Diffusion in Gases, Liquids and Electrolytes",Physics and Astronomy,book chapter,En,https://doi.org/10.1007/978-3-662-54089-3_1524,5038214-849152236,,4,2018,1.996600,341143784,,1
28224713,10.1007/s10337-018-3560-y,Liquid Chromatographic Enantiomeric Separation of Chiral Aliphatic Amines Using 2-Hydroxynaphthaldehyde as a Derivatizing Agent on Polysaccharide-Derived Chiral Stationary Phases,Chromatographia,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10337-018-3560-y,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10337-018-3560-y,4,2018,0.419900,341143784,,0
31256895,10.1007/s00044-020-02593-6,"Synthesis and in vitro anticytomegalovirus activity of 5-hydroxyalkylamino-1,3-oxazoles derivatives",Medicinal Chemistry Research,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s00044-020-02593-6,5038214-849152236,,4,2020,0.290400,341143784,,0
28475404,10.1007/s10973-018-7712-y,The sequenced structure of amino-alcohol-based random poly(ester amide)s,Journal of Thermal Analysis and Calorimetry,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10973-018-7712-y,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s10973-018-7712-y,4,2018,1.038600,341143784,,0
34300989,10.1007/s12274-022-4282-x,STING and TLR7/8 agonists-based nanovaccines for synergistic antitumor immune activation,Nano Research,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s12274-022-4282-x,5038214-849152236,,4,2022,0.168900,341143784,35464625,1
38669769,10.1007/s10904-024-03491-9,Synergistic Therapeutic Effects of Stimuli Responsive Nanocomposites for Eculizumab Delivery on Membranous Glomerulonephritis,Journal of Inorganic and Organometallic Polymers and Materials,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10904-024-03491-9,5038214-849152236,,4,2024,0.551100,341143784,,0
30544186,10.1007/s11814-019-0408-6,Molecular investigation of amine performance in the carbon capture process: Least squares support vector machine approach,Korean Journal of Chemical Engineering,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s11814-019-0408-6,5038214-849152236,,4,2020,0.215200,341143784,,0
27997047,10.1007/7653_2017_68,Targeting Glioma Cancer Cells with Fluorescent Nanodiamonds via Integrin Receptors,Integrin Targeting Systems for Tumor Diagnosis and Therapy,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/7653_2017_68,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/7653_2017_68,4,2017,0.340700,341143784,,0
40871492,10.1007/s44192-025-00363-7,Cross-sectional associations between CES-D scores and the salivary metabolome in nonclinical adults,Discover Mental Health,Medicine,journal article,En,https://doi.org/10.1007/s44192-025-00363-7,5038214-849152236,,4,2026,0.929000,341143784,,1
36581213,10.1007/s10482-023-01882-5,Comparative genomics reveals environmental adaptability and antimicrobial activity of a novel Streptomyces isolated from soil under black Gobi rocks,Antonie van Leeuwenhoek,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s10482-023-01882-5,5038214-849152236,,4,2023,0.414400,341143784,37847451,0
27787446,10.1007/s12221-018-7917-5,Comparative Performance of Copper and Silver Coated Stretchable Fabrics,Fibers and Polymers,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s12221-018-7917-5,5038214-849152236,https://pubchem.ncbi.nlm.nih.gov/image/imgsrv.fcgi?doi=10.1007/s12221-018-7917-5,4,2018,0.529100,341143784,,0
30483034,10.1007/978-3-030-29337-6_1,Nanosponges for Carbon Dioxide Sequestration,Sustainable Agriculture Reviews 38,Biomedical and Life Sciences,book chapter,En,https://doi.org/10.1007/978-3-030-29337-6_1,5038214-849152236,,4,2019,0.297600,341143784,,0
37072633,10.1186/s44147-023-00356-9,A comparison between Claus and THIOPAQ sulfur recovery techniques in natural gas plants,Journal of Engineering and Applied Science,Engineering,journal article,En,https://doi.org/10.1186/s44147-023-00356-9,5038214-849152236,,4,2024,0.494800,341143784,,1
37406657,10.1007/s00289-024-05259-0,"Operating conditions, products and sustainable recycling routes of aminolysis of polyethylene terephthalate (PET) – a review",Polymer Bulletin,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s00289-024-05259-0,5038214-849152236,,4,2024,0.193900,341143784,,0
29779726,10.1007/s11356-019-05794-8,Radiolabeling of amide functionalized multi-walled carbon nanotubes for bioaccumulation study in fish bone using whole-body autoradiography,Environmental Science and Pollution Research,Earth and Environmental Science,journal article,En,https://doi.org/10.1007/s11356-019-05794-8,5038214-849152236,,4,2019,0.167100,341143784,31300987,0
33769306,10.1007/s10854-021-07551-5,Low pressure Cu-Cu bonding using MOD ink-modified Cu particle paste for die-attachment of power semiconductors,Journal of Materials Science: Materials in Electronics,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10854-021-07551-5,5038214-849152236,,4,2021,0.273900,341143784,,0
41015878,10.1007/s13199-026-01112-2,Cross-domain interactions: Candida spp. and its endobiont,Symbiosis,Biomedical and Life Sciences,journal article,En,https://doi.org/10.1007/s13199-026-01112-2,5038214-849152236,,4,2026,0.199800,341143784,,0
40107087,10.1007/978-3-031-94921-0_2,Inhibitory Effect of Alkanolamines for Bioresistance of Cutting Fluids Associated with Occupational Diseases,"XXIX Brazilian Congress on Biomedical Engineering - Volume 2: Tissue Engineering, Clinical Engineering and Computational Modeling in Biomedical Engineering",Engineering,book chapter,En,https://doi.org/10.1007/978-3-031-94921-0_2,5038214-849152236,,4,2025,1.272900,341143784,,0
36869896,10.1007/s10904-023-02952-x,Recent Advances on Zinc Ferrite and Its Derivatives as the Forerunner of the Nanomaterials in Catalytic Applications,Journal of Inorganic and Organometallic Polymers and Materials,Chemistry and Material Science,journal article,En,https://doi.org/10.1007/s10904-023-02952-x,5038214-849152236,,4,2023,0.150000,341143784,,0
38099962,10.1134/S106193482470062X,Novel Highly Hydrophilic Resins with Attached Polymer Layers for Liquid Chromatography,Journal of Analytical Chemistry,Chemistry and Material Science,journal article,En,https://doi.org/10.1134/S106193482470062X,5038214-849152236,,4,2024,0.457500,341143784,,0
